ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,DAY_WEEK_DESC,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,SEVERITY_RANK,LIGHT_CONDITION_DESC,LGA_NAME,ROAD_GEOMETRY_DESC,SPEED_ZONE,LATITUDE,LONGITUDE
T20140021763,21/10/2014,15:30:00,Tuesday,1,Collision with vehicle,2,Day,BASS COAST,Not at intersection,060,-38.520971,145.37644
T20140021806,22/10/2014,11:00:00,Wednesday,8,No collision and no object struck,2,Day,BASS COAST,Not at intersection,080,-38.46213,145.257665
T20140021998,19/10/2014,11:00:00,Sunday,6,Vehicle overturned (no collision),3,Day,BASS COAST,Not at intersection,050,-38.496687,145.25726
T20140022236,26/10/2014,14:00:00,Sunday,2,Struck Pedestrian,3,Day,BASS COAST,Cross intersection,050,-38.456151,145.238985
T20140022331,28/10/2014,12:30:00,Tuesday,1,Collision with vehicle,2,Day,BASS COAST,Not at intersection,070,-38.588039,145.579872
T20140022601,26/10/2014,5:30:00,Sunday,4,Collision with a fixed object,3,Dark No street lights,BASS COAST,Not at intersection,100,-38.4224,145.560489
T20140023091,7/11/2014,15:38:00,Friday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,100,-38.397713,145.618527
T20140023268,10/11/2014,10:00:00,Monday,4,Collision with a fixed object,2,Day,BASS COAST,Not at intersection,100,-38.381539,145.615754
T20140023727,16/11/2014,16:55:00,Sunday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,060,-38.520435,145.372271
T20140023943,19/11/2014,13:45:00,Wednesday,1,Collision with vehicle,2,Day,BASS COAST,Not at intersection,060,-38.509834,145.295247
T20140023953,19/11/2014,15:05:00,Wednesday,4,Collision with a fixed object,3,Day,BASS COAST,Not at intersection,100,-38.626361,145.7458
T20140024489,26/11/2014,8:30:00,Wednesday,1,Collision with vehicle,2,Day,BASS COAST,Not at intersection,080,-38.64078,145.602224
T20140024647,28/11/2014,2:00:00,Friday,4,Collision with a fixed object,1,Dark Street lights on,BASS COAST,Not at intersection,060,-38.60837,145.588933
T20140024663,28/11/2014,9:20:00,Friday,4,Collision with a fixed object,2,Day,BASS COAST,Unknown,100,-38.49073,145.617125
T20140026584,22/12/2014,20:43:00,Monday,1,Collision with vehicle,3,Dark Street lights on,BASS COAST,Cross intersection,050,-38.452329,145.229666
T20140026603,23/12/2014,9:20:00,Tuesday,1,Collision with vehicle,3,Day,BASS COAST,Cross intersection,080,-38.463668,145.257665
T20140026621,23/12/2014,11:45:00,Tuesday,1,Collision with vehicle,2,Day,BASS COAST,T intersection,100,-38.472201,145.474807
T20140026854,27/12/2014,8:00:00,Saturday,1,Collision with vehicle,3,Day,BASS COAST,T intersection,080,-38.516529,145.342933
T20140026953,28/12/2014,18:53:00,Sunday,1,Collision with vehicle,2,Day,BASS COAST,Y intersection,100,-38.472201,145.474807
T20140026998,29/12/2014,14:30:00,Monday,1,Collision with vehicle,2,Day,BASS COAST,Not at intersection,100,-38.513537,145.442136
T20140027120,31/12/2014,13:00:00,Wednesday,6,Vehicle overturned (no collision),3,Day,BASS COAST,Not at intersection,100,-38.49442,145.58075
T20150000590,9/1/2015,18:30:00,Friday,4,Collision with a fixed object,3,Dusk/Dawn,BASS COAST,Cross intersection,100,-38.500129,145.461469
T20150000817,23/12/2014,11:28:00,Tuesday,1,Collision with vehicle,3,Day,BASS COAST,Cross intersection,080,-38.62698,145.721973
T20150000846,10/1/2015,13:30:00,Saturday,4,Collision with a fixed object,3,Day,BASS COAST,Not at intersection,080,-38.464142,145.266549
T20150000884,13/1/2015,16:00:00,Tuesday,4,Collision with a fixed object,3,Day,BASS COAST,Not at intersection,100,-38.526381,145.44501
T20150000891,13/1/2015,19:50:00,Tuesday,4,Collision with a fixed object,3,Dusk/Dawn,BASS COAST,T intersection,100,-38.635551,145.60301
T20150001021,15/1/2015,11:30:00,Thursday,4,Collision with a fixed object,2,Day,BASS COAST,Not at intersection,100,-38.37817,145.567221
T20150001033,15/1/2015,7:45:00,Thursday,4,Collision with a fixed object,2,Day,BASS COAST,Not at intersection,100,-38.616543,145.741592
T20150001216,18/1/2015,2:40:00,Sunday,6,Vehicle overturned (no collision),3,Dark Street lights on,BASS COAST,T intersection,100,-38.624787,145.709676
T20150001228,23/11/2014,23:00:00,Sunday,8,No collision and no object struck,3,Dark No street lights,BASS COAST,Not at intersection,050,-38.456144,145.22048
T20150001439,21/1/2015,10:45:00,Wednesday,1,Collision with vehicle,2,Day,BASS COAST,T intersection,060,-38.45698,145.238982
T20150001450,21/1/2015,13:50:00,Wednesday,6,Vehicle overturned (no collision),3,Day,BASS COAST,Not at intersection,100,-38.547118,145.55343
T20150001698,24/1/2015,16:45:00,Saturday,6,Vehicle overturned (no collision),3,Day,BASS COAST,Cross intersection,100,-38.526428,145.446526
T20150001710,24/1/2015,19:30:00,Saturday,6,Vehicle overturned (no collision),3,Dusk/Dawn,BASS COAST,Not at intersection,060,-38.551318,145.478463
T20150001805,26/1/2015,12:20:00,Monday,1,Collision with vehicle,2,Day,BASS COAST,Not at intersection,080,-38.495029,145.270241
T20150002134,21/1/2015,17:45:00,Wednesday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,050,-38.606471,145.58697
T20150002210,1/2/2015,10:15:00,Sunday,4,Collision with a fixed object,2,Day,BASS COAST,Not at intersection,100,-38.563934,145.541911
T20150002328,3/2/2015,11:00:00,Tuesday,6,Vehicle overturned (no collision),3,Day,BASS COAST,Not at intersection,080,-38.59034,145.55192
T20150002687,7/2/2015,13:25:00,Saturday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,050,-38.60382,145.5882
T20150002749,8/2/2015,12:25:00,Sunday,1,Collision with vehicle,2,Day,BASS COAST,Not at intersection,100,-38.523279,145.4242
T20150003289,15/2/2015,12:00:00,Sunday,1,Collision with vehicle,2,Day,BASS COAST,Cross intersection,100,-38.472238,145.627134
T20150003476,27/1/2015,2:00:00,Tuesday,1,Collision with vehicle,3,Dark No street lights,BASS COAST,Cross intersection,060,-38.41525,145.438856
T20150003643,19/2/2015,18:15:00,Thursday,1,Collision with vehicle,2,Day,BASS COAST,T intersection,100,-38.520848,145.391065
T20150004341,28/2/2015,11:40:00,Saturday,1,Collision with vehicle,2,Day,BASS COAST,Cross intersection,060,-38.46364,145.238984
T20150005351,12/3/2015,16:00:00,Thursday,2,Struck Pedestrian,3,Day,BASS COAST,Not at intersection,050,-38.524176,145.366969
T20150005378,13/3/2015,16:00:00,Friday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,060,-38.60104,145.592929
T20150006222,24/3/2015,7:45:00,Tuesday,6,Vehicle overturned (no collision),2,Dusk/Dawn,BASS COAST,Not at intersection,100,-38.49434,145.644437
T20150006391,1/1/2015,11:00:00,Thursday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,999,-38.496616,145.16353
T20150006649,28/3/2015,15:30:00,Saturday,4,Collision with a fixed object,2,Day,BASS COAST,Not at intersection,100,-38.453781,145.549734
T20150006982,2/4/2015,12:25:00,Thursday,1,Collision with vehicle,2,Day,BASS COAST,Cross intersection,080,-38.432772,145.497182
T20150007066,3/4/2015,14:36:00,Friday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,100,-38.523984,145.422012
T20150007071,3/4/2015,14:36:00,Friday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,100,-38.523964,145.416409
T20150008123,17/4/2015,21:05:00,Friday,1,Collision with vehicle,3,Dark Street lights on,BASS COAST,Not at intersection,050,-38.528308,145.325338
T20150008180,18/4/2015,14:00:00,Saturday,1,Collision with vehicle,2,Day,BASS COAST,Cross intersection,100,-38.52653,145.446547
T20150008477,22/4/2015,8:50:00,Wednesday,2,Struck Pedestrian,3,Day,BASS COAST,T intersection,040,-38.59801,145.600069
T20150008562,15/3/2015,21:30:00,Sunday,6,Vehicle overturned (no collision),3,Dark No street lights,BASS COAST,Not at intersection,100,-38.467681,145.626107
T20150008586,23/4/2015,17:15:00,Thursday,4,Collision with a fixed object,2,Dusk/Dawn,BASS COAST,Not at intersection,060,-38.604019,145.578585
T20150010020,13/5/2015,3:30:00,Wednesday,4,Collision with a fixed object,2,Dark No street lights,BASS COAST,Not at intersection,100,-38.616537,145.65887
T20150010111,14/5/2015,0:01:00,Thursday,1,Collision with vehicle,2,Dark No street lights,BASS COAST,Not at intersection,050,-38.438682,145.44267
T20150010854,22/5/2015,10:30:00,Friday,2,Struck Pedestrian,3,Day,BASS COAST,Not at intersection,050,-38.606371,145.58802
T20150011056,24/5/2015,13:00:00,Sunday,6,Vehicle overturned (no collision),3,Day,BASS COAST,Not at intersection,080,-38.51713,145.662074
T20150011170,26/5/2015,15:45:00,Tuesday,6,Vehicle overturned (no collision),3,Day,BASS COAST,Not at intersection,100,-38.599558,145.778848
T20150011244,27/5/2015,13:34:00,Wednesday,1,Collision with vehicle,2,Day,BASS COAST,T intersection,080,-38.625847,145.741119
T20150011294,1/5/2015,17:48:00,Friday,4,Collision with a fixed object,3,Dark No street lights,BASS COAST,Not at intersection,060,-38.437391,145.560559
T20150011381,29/5/2015,0:00:00,Friday,4,Collision with a fixed object,2,Dark Street lights unknown,BASS COAST,Not at intersection,100,-38.548779,145.656869
T20150011902,4/6/2015,17:05:00,Thursday,1,Collision with vehicle,2,Dark Street lights on,BASS COAST,Cross intersection,100,-38.500129,145.461469
T20150011923,4/6/2015,18:15:00,Thursday,1,Collision with vehicle,3,Dark Street lights on,BASS COAST,Not at intersection,050,-38.528854,145.341101
T20150012096,4/6/2015,20:00:00,Thursday,4,Collision with a fixed object,3,Dark No street lights,BASS COAST,Not at intersection,999,-38.402809,145.672359
T20150012674,15/6/2015,9:47:00,Monday,1,Collision with vehicle,3,Unk.,BASS COAST,Cross intersection,080,-38.40752,145.530234
T20150013171,21/6/2015,8:30:00,Sunday,4,Collision with a fixed object,3,Dusk/Dawn,BASS COAST,Not at intersection,100,-38.447281,145.573618
T20150013282,22/6/2015,23:00:00,Monday,6,Vehicle overturned (no collision),2,Dark No street lights,BASS COAST,Not at intersection,080,-38.623668,145.734186
T20150013527,26/6/2015,15:00:00,Friday,2,Struck Pedestrian,3,Day,BASS COAST,Not at intersection,040,-38.60771,145.586498
T20150013621,27/6/2015,19:15:00,Saturday,1,Collision with vehicle,2,Dark Street lights on,BASS COAST,Not at intersection,100,-38.520971,145.432031
T20150014303,8/7/2015,13:05:00,Wednesday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,060,-38.45485,145.238976
T20150014334,8/7/2015,19:30:00,Wednesday,4,Collision with a fixed object,2,Dark No street lights,BASS COAST,Not at intersection,080,-38.47899,145.238978
T20150014594,12/7/2015,17:15:00,Sunday,1,Collision with vehicle,3,Dark Street lights on,BASS COAST,T intersection,060,-38.600585,145.579086
T20150015283,22/7/2015,17:15:00,Wednesday,4,Collision with a fixed object,2,Dusk/Dawn,BASS COAST,T intersection,080,-38.621665,145.698593
T20150015314,23/7/2015,9:00:00,Thursday,8,No collision and no object struck,3,Day,BASS COAST,Not at intersection,100,-38.498197,145.446391
T20150016082,2/8/2015,15:50:00,Sunday,6,Vehicle overturned (no collision),2,Day,BASS COAST,Not at intersection,100,-38.564614,145.556429
T20150016333,3/8/2015,7:34:00,Monday,4,Collision with a fixed object,3,Dusk/Dawn,BASS COAST,Not at intersection,100,-38.432422,145.497893
T20150016647,10/8/2015,18:50:00,Monday,3,Struck animal,2,Dusk/Dawn,BASS COAST,Not at intersection,100,-38.599535,145.778903
T20150018415,4/9/2015,14:55:00,Friday,1,Collision with vehicle,3,Day,BASS COAST,T intersection,060,-38.520744,145.368958
T20150018852,10/9/2015,14:39:00,Thursday,4,Collision with a fixed object,3,Day,BASS COAST,Not at intersection,100,-38.577731,145.595192
T20150019229,15/9/2015,6:20:00,Tuesday,4,Collision with a fixed object,3,Dusk/Dawn,BASS COAST,Not at intersection,100,-38.609764,145.755723
T20150020170,29/9/2015,14:30:00,Tuesday,1,Collision with vehicle,3,Day,BASS COAST,Cross intersection,080,-38.40752,145.530234
T20150020585,5/10/2015,12:45:00,Monday,4,Collision with a fixed object,2,Day,BASS COAST,Not at intersection,100,-38.46243,145.441097
T20150020689,1/10/2015,15:00:00,Thursday,4,Collision with a fixed object,3,Day,BASS COAST,Not at intersection,100,-38.606556,145.762687
T20150021526,18/10/2015,10:00:00,Sunday,8,No collision and no object struck,2,Day,BASS COAST,Not at intersection,100,-38.4845,145.464798
T20150022120,17/10/2015,18:30:00,Saturday,6,Vehicle overturned (no collision),3,Dusk/Dawn,BASS COAST,T intersection,050,-38.451261,145.220172
T20150022649,1/11/2015,18:20:00,Sunday,8,No collision and no object struck,3,Day,BASS COAST,Not at intersection,060,-38.605898,145.59278
T20150022681,2/11/2015,8:30:00,Monday,2,Struck Pedestrian,2,Day,BASS COAST,Cross intersection,050,-38.452326,145.23869
T20150022822,3/11/2015,13:00:00,Tuesday,1,Collision with vehicle,2,Day,BASS COAST,T intersection,100,-38.625847,145.741119
T20150022933,5/11/2015,11:45:00,Thursday,1,Collision with vehicle,3,Day,BASS COAST,Cross intersection,080,-38.407583,145.530382
T20150024422,26/11/2015,8:30:00,Thursday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,060,-38.59579,145.592069
T20150024566,27/11/2015,19:25:00,Friday,1,Collision with vehicle,2,Dusk/Dawn,BASS COAST,Cross intersection,070,-38.43908,145.445911
T20150024616,28/11/2015,13:30:00,Saturday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,080,-38.47277,145.238999
T20150024618,28/11/2015,14:10:00,Saturday,1,Collision with vehicle,3,Day,BASS COAST,T intersection,060,-38.520528,145.373059
T20150025435,8/12/2015,13:50:00,Tuesday,1,Collision with vehicle,2,Day,BASS COAST,T intersection,080,-38.516529,145.342933
T20150025472,14/11/2015,15:00:00,Saturday,8,No collision and no object struck,2,Day,BASS COAST,Not at intersection,080,-38.46228,145.640241
T20150025745,11/12/2015,15:20:00,Friday,1,Collision with vehicle,2,Day,BASS COAST,Not at intersection,080,-38.514681,145.34959
T20150026230,17/12/2015,17:20:00,Thursday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,060,-38.4516,145.23898
T20150026297,18/12/2015,11:45:00,Friday,1,Collision with vehicle,3,Day,BASS COAST,Cross intersection,080,-38.46361,145.20143
T20150026317,9/12/2015,10:30:00,Wednesday,1,Collision with vehicle,3,Day,BASS COAST,Cross intersection,060,-38.602541,145.593175
T20150026343,9/12/2015,12:00:00,Wednesday,8,No collision and no object struck,3,Day,BASS COAST,Not at intersection,060,-38.47299,145.238998
T20150026518,20/12/2015,14:15:00,Sunday,1,Collision with vehicle,3,Day,BASS COAST,Cross intersection,060,-38.496687,145.257596
T20150026772,24/12/2015,10:00:00,Thursday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,100,-38.521996,145.38645
T20150026795,24/12/2015,16:10:00,Thursday,4,Collision with a fixed object,3,Day,BASS COAST,Not at intersection,060,-38.506831,145.289349
T20150027172,30/12/2015,16:00:00,Wednesday,4,Collision with a fixed object,3,Day,BASS COAST,Not at intersection,100,-38.407949,145.572777
T20150027189,30/12/2015,22:40:00,Wednesday,3,Struck animal,3,Dark No street lights,BASS COAST,Not at intersection,100,-38.576648,145.69314
T20160000017,31/12/2015,22:40:00,Thursday,1,Collision with vehicle,3,Dark Street lights on,BASS COAST,Not at intersection,050,-38.590662,145.587668
T20160000099,2/1/2016,14:00:00,Saturday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,060,-38.484631,145.260149
T20160000243,3/1/2016,12:30:00,Sunday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,060,-38.510271,145.296129
T20160000298,5/1/2016,13:57:00,Tuesday,1,Collision with vehicle,2,Day,BASS COAST,Not at intersection,080,-38.463659,145.25422
T20160000584,9/1/2016,17:20:00,Saturday,1,Collision with vehicle,3,Day,BASS COAST,Cross intersection,060,-38.456155,145.248404
T20160000990,12/1/2016,10:30:00,Tuesday,1,Collision with vehicle,2,Day,BASS COAST,Cross intersection,050,-38.606998,145.593889
T20160000996,14/1/2016,17:00:00,Thursday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,060,-38.456162,145.25032
T20160001109,16/1/2016,13:35:00,Saturday,1,Collision with vehicle,2,Day,BASS COAST,Cross intersection,060,-38.630982,145.725496
T20160001296,19/1/2016,14:59:00,Tuesday,1,Collision with vehicle,2,Day,BASS COAST,Not at intersection,100,-38.29817,145.544207
T20160001349,20/1/2016,9:00:00,Wednesday,6,Vehicle overturned (no collision),3,Day,BASS COAST,Not at intersection,100,-38.526866,145.442328
T20160001352,20/1/2016,7:40:00,Wednesday,4,Collision with a fixed object,3,Day,BASS COAST,Not at intersection,100,-38.55562,145.64983
T20160001679,24/1/2016,19:00:00,Sunday,6,Vehicle overturned (no collision),2,Dusk/Dawn,BASS COAST,Not at intersection,100,-38.49894,145.570578
T20160001878,27/1/2016,15:20:00,Wednesday,4,Collision with a fixed object,2,Day,BASS COAST,Not at intersection,080,-38.496679,145.24834
T20160002030,16/1/2016,1:30:00,Saturday,6,Vehicle overturned (no collision),3,Dark No street lights,BASS COAST,T intersection,100,-38.579746,145.631809
T20160002706,7/2/2016,8:15:00,Sunday,1,Collision with vehicle,2,Day,BASS COAST,Not at intersection,080,-38.655262,145.684833
T20160002744,7/2/2016,18:20:00,Sunday,4,Collision with a fixed object,2,Day,BASS COAST,Not at intersection,100,-38.46041,145.616492
T20160003039,10/2/2016,16:55:00,Wednesday,1,Collision with vehicle,3,Day,BASS COAST,Cross intersection,050,-38.452325,145.238981
T20160003169,12/2/2016,18:20:00,Friday,1,Collision with vehicle,3,Day,BASS COAST,Cross intersection,060,-38.45614,145.229666
T20160003173,12/2/2016,16:00:00,Friday,4,Collision with a fixed object,2,Day,BASS COAST,Not at intersection,100,-38.580551,145.62893
T20160003514,10/2/2016,17:10:00,Wednesday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,050,-38.606216,145.589579
T20160003653,18/2/2016,15:30:00,Thursday,1,Collision with vehicle,2,Day,BASS COAST,Not at intersection,080,-38.627411,145.71609
T20160003909,21/2/2016,12:00:00,Sunday,1,Collision with vehicle,3,Day,BASS COAST,T intersection,060,-38.520744,145.368958
T20160004050,23/2/2016,16:15:00,Tuesday,1,Collision with vehicle,3,Day,BASS COAST,T intersection,060,-38.596181,145.596318
T20160004114,24/2/2016,14:45:00,Wednesday,5,collision with some other object,3,Day,BASS COAST,Not at intersection,060,-38.606228,145.58946
T20160004560,27/2/2016,12:30:00,Saturday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,050,-38.45306,145.238976
T20160004565,29/2/2016,16:00:00,Monday,1,Collision with vehicle,3,Day,BASS COAST,Cross intersection,060,-38.496687,145.257596
T20160004655,1/3/2016,15:00:00,Tuesday,6,Vehicle overturned (no collision),2,Day,BASS COAST,Cross intersection,060,-38.56348,145.547396
T20160004728,2/3/2016,9:15:00,Wednesday,1,Collision with vehicle,3,Day,BASS COAST,T intersection,100,-38.493149,145.643866
T20160005654,13/3/2016,17:50:00,Sunday,4,Collision with a fixed object,2,Dusk/Dawn,BASS COAST,Not at intersection,100,-38.374092,145.561394
T20160005674,14/3/2016,2:10:00,Monday,4,Collision with a fixed object,2,Dark No street lights,BASS COAST,Not at intersection,100,-38.63728,145.602736
T20160006804,28/3/2016,11:10:00,Monday,1,Collision with vehicle,2,Day,BASS COAST,Not at intersection,050,-38.60721,145.588736
T20160007298,2/4/2016,12:40:00,Saturday,1,Collision with vehicle,3,Day,BASS COAST,Cross intersection,060,-38.407583,145.530382
T20160007325,3/4/2016,23:00:00,Sunday,4,Collision with a fixed object,3,Dark Street lights on,BASS COAST,Not at intersection,050,-38.454764,145.23012
T20160008030,1/4/2016,14:00:00,Friday,4,Collision with a fixed object,2,Day,BASS COAST,Not at intersection,080,-38.607621,145.60753
T20160008279,15/4/2016,21:45:00,Friday,4,Collision with a fixed object,3,Dark Street lights off,BASS COAST,T intersection,050,-38.463651,145.245315
T20160008522,19/4/2016,9:25:00,Tuesday,1,Collision with vehicle,3,Day,BASS COAST,Cross intersection,060,-38.611201,145.591809
T20160008846,23/4/2016,11:55:00,Saturday,8,No collision and no object struck,3,Day,BASS COAST,T intersection,050,-38.565257,145.542711
T20160008978,17/4/2016,14:30:00,Sunday,8,No collision and no object struck,2,Day,BASS COAST,Not at intersection,999,-38.508352,145.590982
T20160009132,20/3/2016,0:40:00,Sunday,4,Collision with a fixed object,3,Dark No street lights,BASS COAST,Not at intersection,100,-38.38873,145.54529
T20160009328,23/4/2016,14:20:00,Saturday,1,Collision with vehicle,3,Day,BASS COAST,Cross intersection,050,-38.606998,145.593889
T20160009450,30/4/2016,20:55:00,Saturday,2,Struck Pedestrian,2,Dark Street lights on,BASS COAST,Not at intersection,100,-38.402585,145.535548
T20160010041,5/5/2016,6:30:00,Thursday,3,Struck animal,3,Dark No street lights,BASS COAST,Not at intersection,080,-38.578135,145.654331
T20160010139,9/5/2016,8:30:00,Monday,4,Collision with a fixed object,3,Day,BASS COAST,Not at intersection,050,-38.48512,145.467062
T20160010447,12/5/2016,5:40:00,Thursday,4,Collision with a fixed object,3,Dark No street lights,BASS COAST,Not at intersection,080,-38.482083,145.24576
T20160010888,18/5/2016,10:45:00,Wednesday,1,Collision with vehicle,2,Day,BASS COAST,Not at intersection,100,-38.62916,145.631734
T20160010956,13/5/2016,15:55:00,Friday,1,Collision with vehicle,3,Day,BASS COAST,Cross intersection,060,-38.605804,145.593721
T20160011173,21/5/2016,17:30:00,Saturday,4,Collision with a fixed object,3,Dark No street lights,BASS COAST,Cross intersection,100,-38.573669,145.717873
T20160011199,21/5/2016,18:20:00,Saturday,1,Collision with vehicle,2,Dark Street lights on,BASS COAST,T intersection,080,-38.521077,145.334047
T20160011565,26/5/2016,12:20:00,Thursday,4,Collision with a fixed object,3,Day,BASS COAST,Not at intersection,080,-38.456165,145.26023
T20160011978,28/5/2016,13:22:00,Saturday,1,Collision with vehicle,2,Day,BASS COAST,T intersection,060,-38.604634,145.593533
T20160012110,1/6/2016,9:45:00,Wednesday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,888,-38.472057,145.473641
T20160012393,5/6/2016,12:53:00,Sunday,1,Collision with vehicle,3,Day,BASS COAST,Cross intersection,100,-38.472278,145.187447
T20160012494,6/6/2016,19:40:00,Monday,3,Struck animal,1,Dark No street lights,BASS COAST,Not at intersection,100,-38.557261,145.715043
T20160012886,11/6/2016,9:50:00,Saturday,4,Collision with a fixed object,1,Day,BASS COAST,Not at intersection,080,-38.463647,145.24103
T20160013309,17/6/2016,6:30:00,Friday,5,collision with some other object,3,Dark No street lights,BASS COAST,Not at intersection,999,-38.47518,145.25764
T20160013321,16/6/2016,10:00:00,Thursday,4,Collision with a fixed object,3,Day,BASS COAST,Not at intersection,100,-38.48284,145.57016
T20160013403,18/6/2016,15:15:00,Saturday,1,Collision with vehicle,2,Day,BASS COAST,T intersection,100,-38.419417,145.550034
T20160013570,20/6/2016,13:30:00,Monday,1,Collision with vehicle,3,Day,BASS COAST,T intersection,050,-38.601807,145.600054
T20160013760,20/6/2016,6:30:00,Monday,4,Collision with a fixed object,3,Dark No street lights,BASS COAST,Not at intersection,080,-38.37149,145.56455
T20160013991,26/6/2016,2:00:00,Sunday,7,Fall from or in moving vehicle,2,Dark Street lights on,BASS COAST,Cross intersection,060,-38.456151,145.238985
T20160014027,27/6/2016,8:30:00,Monday,4,Collision with a fixed object,2,Day,BASS COAST,Not at intersection,100,-38.419418,145.46579
T20160014362,1/7/2016,0:10:00,Friday,2,Struck Pedestrian,3,Dark No street lights,BASS COAST,Not at intersection,050,-38.453196,145.226
T20160014585,5/7/2016,7:42:00,Tuesday,8,No collision and no object struck,3,Dusk/Dawn,BASS COAST,Not at intersection,100,-38.583203,145.620983
T20160015348,14/7/2016,17:45:00,Thursday,1,Collision with vehicle,3,Dark Street lights on,BASS COAST,Cross intersection,060,-38.46364,145.238984
T20160015420,13/7/2016,8:00:00,Wednesday,4,Collision with a fixed object,3,Day,BASS COAST,Not at intersection,100,-38.519681,145.659971
T20160015576,16/7/2016,13:15:00,Saturday,6,Vehicle overturned (no collision),3,Day,BASS COAST,Not at intersection,080,-38.454151,145.542037
T20160015667,13/7/2016,5:15:00,Wednesday,6,Vehicle overturned (no collision),2,Dark No street lights,BASS COAST,Not at intersection,100,-38.551125,145.69266
T20160015689,18/7/2016,18:30:00,Monday,3,Struck animal,3,Dark No street lights,BASS COAST,Not at intersection,100,-38.55815,145.71466
T20160015888,17/7/2016,13:10:00,Sunday,6,Vehicle overturned (no collision),3,Day,BASS COAST,Multiple intersection,060,-38.668869,145.621661
T20160016111,23/7/2016,16:05:00,Saturday,1,Collision with vehicle,3,Dusk/Dawn,BASS COAST,Cross intersection,060,-38.496687,145.257596
T20160016477,28/7/2016,17:19:00,Thursday,1,Collision with vehicle,2,Dusk/Dawn,BASS COAST,Not at intersection,060,-38.552319,145.479661
T20160016700,31/7/2016,14:00:00,Sunday,1,Collision with vehicle,3,Day,BASS COAST,Cross intersection,050,-38.51351,145.359727
T20160018203,19/8/2016,18:00:00,Friday,1,Collision with vehicle,3,Dark No street lights,BASS COAST,Cross intersection,080,-38.496697,145.238932
T20160018414,17/8/2016,13:30:00,Wednesday,8,No collision and no object struck,3,Day,BASS COAST,T intersection,060,-38.601393,145.600945
T20160018642,25/8/2016,23:40:00,Thursday,1,Collision with vehicle,3,Dark Street lights on,BASS COAST,Cross intersection,060,-38.609522,145.589752
T20160019123,1/9/2016,8:00:00,Thursday,1,Collision with vehicle,2,Day,BASS COAST,Cross intersection,100,-38.520572,145.593725
T20160020046,12/9/2016,15:10:00,Monday,1,Collision with vehicle,3,Day,BASS COAST,T intersection,100,-38.626241,145.726149
T20160020054,3/9/2016,0:30:00,Saturday,4,Collision with a fixed object,3,Dark Street lights on,BASS COAST,Not at intersection,060,-38.526192,145.369957
T20160020638,22/8/2016,9:20:00,Monday,4,Collision with a fixed object,3,Day,BASS COAST,Not at intersection,100,-38.437152,145.489381
T20160020649,21/9/2016,18:10:00,Wednesday,1,Collision with vehicle,3,Dusk/Dawn,BASS COAST,T intersection,060,-38.600566,145.592851
T20160020852,24/9/2016,15:15:00,Saturday,1,Collision with vehicle,3,Day,BASS COAST,Cross intersection,080,-38.62698,145.721973
T20160021049,27/9/2016,16:45:00,Tuesday,1,Collision with vehicle,3,Day,BASS COAST,Cross intersection,060,-38.601845,145.599924
T20160021197,29/9/2016,16:00:00,Thursday,4,Collision with a fixed object,3,Day,BASS COAST,Not at intersection,100,-38.46066,145.441459
T20160021389,2/10/2016,9:35:00,Sunday,1,Collision with vehicle,2,Day,BASS COAST,Cross intersection,100,-38.500129,145.461469
T20160021566,5/10/2016,13:40:00,Wednesday,6,Vehicle overturned (no collision),3,Day,BASS COAST,Not at intersection,100,-38.59997,145.725576
T20160021883,8/10/2016,22:45:00,Saturday,7,Fall from or in moving vehicle,2,Dark No street lights,BASS COAST,Not at intersection,100,-38.577163,145.68391
T20160021938,12/7/2016,16:30:00,Tuesday,8,No collision and no object struck,3,Day,BASS COAST,Cross intersection,050,-38.616198,145.585171
T20160022067,5/10/2016,8:30:00,Wednesday,1,Collision with vehicle,3,Day,BASS COAST,Cross intersection,080,-38.463668,145.257665
T20160022347,15/10/2016,14:30:00,Saturday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,070,-38.514668,145.35147
T20160022469,18/9/2016,14:10:00,Sunday,1,Collision with vehicle,3,Day,BASS COAST,T intersection,100,-38.478825,145.470149
